名称,UP主,IP地址,视频摘要,网站,时间,观看次数,点赞数,收藏数,投币数,转发数
分享自己的勇气瞬间,永琪吗,重庆,"""什么都觉得尴尬，只会让你错过很多美好的瞬间""",https://b23.tv/BV1HQ4y1p7R2,2023.10.23,2866362,299690,23682,31383,4960
烦死了，这个季节穿不了一点,晓观队长,湖南,秋季穿搭图鉴,https://b23.tv/BV1dN4y1C7RX,2023.10.23,5678061,225872,154642,53741,16939
10块钱预算能做出什么样的艺术品,东东翔,浙江,预算有价，匠心无价,https://b23.tv/BV1Xw411B7Gf,2023.10.23,4025706,675102,60175,110385,2685
《二重螺旋》首曝PV | 直至真正的黎明,二重螺旋,北京,一起去往明天吧！,https://b23.tv/BV1Yj411v7YA,2023.10.23,3410134,86287,22197,18791,25787
终于明白了为什么情侣爬完泰山不是分手就是不分手......,塑料叉FOKU,上海,省流：没分手,https://b23.tv/BV1RN4y1r72Z,2023.10.23,3173252,106898,13863,28895,7346
喜欢珂赛特是你的命运 ❤️,河野华,黑龙江,喜欢你是我的宿命！,https://b23.tv/BV1P84y1o7MU,2023.10.23,2708519,343099,89459,81128,10223
冰岛｜现在开始进入死亡搁浅 4K HDR,Linksphotograph,日本,冰岛双人游记,https://b23.tv/BV1rc411o7PJ,2023.10.23,2635970,218435,119908,147814,64914
第一次去不认识的up家串门，和河野华在线卖瓜！！,-欣小萌-,浙江,一起探秘美少女的家,https://b23.tv/BV16w411B7Zg,2023.10.23,2465041,175301,28398,44069,5189
你们老问我敢不敢炸红旗的车，今天，它来了！,一鹿有车,北京,好震撼的场景,https://b23.tv/BV12u4y1a7FE,2023.10.23,2500414,103173,16933,30383,16838
现在的小孩有多难？,粤知一二,广东,一代小孩有一代小孩的难处，太真实了,https://b23.tv/BV1op4y1T7Vt,2023.10.23,6377045,384392,30751,6688,4439
拆了100只蟹，随便吃碗面吧。,日食记,上海,蟹浓度超标的蟹黄面,https://b23.tv/BV1SQ4y1p7QC,2023.10.23,4059062,198981,34260,26704,44168
"""她造了1000个房间，来收容怪物！""",盒子酸奶,陕西,把恐怖游戏玩出了搞笑游戏的感觉,https://b23.tv/BV1Ry4y1A75H,2023.10.23,9766546,293684,249159,37034,3796
深度|| 霍光废帝，武帝崩后的灭霸手套，历史之神的黑色幽默,渤海小吏,天津,霍光理政历史事件解析,https://b23.tv/BV19w41167er,2023.10.23,2044128,96277,24514,70342,5573
《GTA6》全网最全泄露实机分析！角色、玩法、武器多方面解读——上期「Game墙」,游戏星GameStar,安徽,期待值拉满,https://b23.tv/BV1GM411X71Z,2023.10.23,2326307,82260,33754,41617,23822
乞讨、舞女、自杀未遂，影后大起大落的60年【寻找·惠英红】,大象放映室,北京,影后惠英红的传奇人生故事,https://b23.tv/BV1kC4y1g7US,2023.10.23,2469166,193021,51037,149376,7793
参观啦！,脱缰凯Kk,四川,爆笑！,https://b23.tv/BV1Y94y1L79H,2023.10.23,8678580,337443,55752,17662,1750
上课如何传纸条？不被老师抓住的那种,毕的二阶导,北京,水印的来源,https://b23.tv/BV11C4y1g7HL,2023.10.23,1586495,181238,24455,3726,1804
四川农村坝坝宴，杀猪摆30桌流水席，传统川菜居然不辣？,Yooupi食途,云南,在四川吃席，那得多香啊,https://b23.tv/BV1384y1o7x7,2023.10.23,1450555,89416,6468,33439,4776
【洛天依/言和原创】人间应又雪【忘川风华录·白居易/元稹】“愧字乐天，从来好梦微”,忘川风华录,浙江,忘川＋言洛＋元白，三厨狂喜！,https://b23.tv/BV1ne411R7kb,2023.10.23,2343421,115564,71935,81829,27676
体验一把迷你版冰钓，简直太过瘾了！,-小小食界,四川,过了一把冰钓的瘾,https://b23.tv/BV1RC4y1G7Ds,2023.10.23,1252431,41047,10720,6706,2927
一键解锁中国千年历代服饰（含辽元清等）,二宫雪朔,湖南,好精美的中国历代传统服饰,https://b23.tv/BV1u94y1b71f,2023.10.23,797085,59375,46630,22690,4944
鉴定网络热门殡葬电影,汤木檀泽,江苏,入殓师看殡葬电影,https://b23.tv/BV1NC4y137Po,2023.10.23,4257581,390170,72947,12513,2749
【原创动画】《爪巴爪巴》“接下来的路，我会走的慢一点”,李合适Riggy,四川,被可爱击中！超治愈动画短片,https://b23.tv/BV1My4y1P7Cu,2023.10.23,975439,153307,31814,37893,7283
锅碗瓢盆一响，《悬溺》登场！,翁家梁Richard,北京,厨房版《悬溺》,https://b23.tv/BV1Jy4y1K7yp,2023.10.23,2154497,288294,87345,73698,12212
【淮秀帮】假如诸葛亮带领大学生北伐！,淮秀帮,浙江,当诸葛亮遇上脆皮大学生,https://b23.tv/BV1EG41117ZF,2023.10.23,1784655,219883,22829,9876,16485
香云纱,归乡人山白,湖南,香云纱古法制作过程,https://b23.tv/BV17g4y1d7Kb,2023.10.23,2033976,250698,22417,34265,4019
【Kevin的木头】做了一把咸鱼大剑,Kevin的木头,山东,沉浸式木雕,https://b23.tv/BV1894y1L7RZ,2023.10.23,1283531,181299,17414,4202,1829
戏曲国家队组合出战！《云上五骁·倏忽之战》好戏开场！,裘丹莉,安徽,戏曲国家队出战云上五骁,https://b23.tv/BV1sH4y1r7pi,2023.10.23,1251901,255922,103564,167068,24250
写竹人写意墨竹,写竹人,河南,惊呆了，第一笔就不同凡响,https://b23.tv/BV1qN411W7A1,2023.10.23,4428493,464539,70244,26774,9705
【王德峰】别人失恋了就不敢爱，自己失恋了就不相信爱,王德峰,上海,复旦教授谈年轻人恋爱观,https://b23.tv/BV12N4y1C7jQ,2023.10.23,799819,44766,27848,14907,13459
跟着福岛渔民出海，捞上来的鱼检测结果如何？【东瀛大宝荐02】,食贫道,河北,带你感受真实的福岛,https://b23.tv/BV1sm4y1g7iM,2023.10.16,15448735,1907827,771114,2378899,498701
【何同学】鸿蒙的最后一块拼图｜Mate60 系列体验,老师好我叫何同学,浙江,Mate60系列深度体验,https://b23.tv/BV1H84y127ym,2023.10.16,5315214,532388,90037,339405,34322
《 甜 辣 黑 鸭 全 套 配 方 》,赖皮猴爱美食,美国,好牛的配方！看完可以摆摊开店了,https://b23.tv/BV1PN4y1C7ox,2023.10.16,3166599,220402,225992,154482,38436
遗憾终究是遗憾,大圆哥_,河南,最感动的一集,https://b23.tv/BV1s841167EX,2023.10.16,7692952,737296,134092,417832,44292
答非所问（奥义超级版）,小潮院长,上海,老板帮你实现一条愿望！,https://b23.tv/BV1CN41147Eo,2023.10.16,18887240,628007,258910,267304,18172
【华为Mate X5】《锋行任务》,华为终端,北京,谢霆锋太帅了！,https://b23.tv/BV1VH4y1d747,2023.10.16,5555418,126946,14932,48342,28117
《原神》角色演示-「莱欧斯利：即兴发挥」,原神,上海,《越莱越好》,https://b23.tv/BV1H34y1g7oE,2023.10.16,4287702,262961,58544,94129,66329
今儿去打卡拉斯维加斯巨型球！享受极致的视觉盛宴！,是个泡泡_Pao,美国,好震撼的一颗球,https://b23.tv/BV1pC4y157CL,2023.10.16,4011468,624707,112209,40322,62833
送不送得起你心里还没数吗？,Epic游戏商城,上海,官方整活最为致命,https://b23.tv/BV1Kj41147iG,2023.10.16,1754148,153148,19238,82830,32344
法国街头《悬溺》一响，古筝登场～现场氛围直接拉满～,碰碰彭碰彭,法国,给法国人一些小小的中式震撼,https://b23.tv/BV16y4y1N7jm,2023.10.16,10709458,778500,153191,153533,19535
《影⚡流⚡️卡⚡️牌》豆瓣拒绝评分！,神奇的老皮,江苏,如果让你重新来过，你会不会爱我~,https://b23.tv/BV1qH4y1o7Wi,2023.10.16,2883492,201695,20581,21206,4289
【半佛】水溶C100怎么就成了神水？,硬核的半佛仙人,浙江,半佛聊饮料系列期期精彩,https://b23.tv/BV1Np4y1F7oF,2023.10.16,5920626,213689,57949,36551,88189
探秘全世界最离谱的球，23亿美金！ 老美到底造了个啥？,Meetfood觅食,陕西,一起参观一颗23亿美金的球！,https://b23.tv/BV1p8411r7rk,2023.10.16,12557745,381317,168894,174174,13139
我最喜欢周末6点装修的邻居了！,-显眼宝-,浙江,《 爽 剧 ，爱 看 》,https://b23.tv/BV1vN4y1y7rL,2023.10.16,7819489,828806,56524,32020,16262
《重返未来：1999》2023箱中巡游·1.4版本PV：洞穴的囚徒,重返未来1999,广东,好宏大的世界观,https://b23.tv/BV1Tw411179h,2023.10.16,3149468,98848,25743,35763,31761
为了吹牛，我买了一台全新影豹R！,极速拍档,广东,买影豹R来改装能改成什么效果？,https://b23.tv/BV1LB4y1o7wA,2023.10.16,2110924,150739,28535,106035,3835
各地人的娱乐项目,粤知一二,广东,北京大爷新爱好：看外地人喝豆汁儿,https://b23.tv/BV1Py4y1N72x,2023.10.16,8802956,470701,52526,9877,4465
当我相信了新疆人的“简单吃一点”…,盗月社食遇记,上海,i人勇闯新疆,https://b23.tv/BV1b94y187VN,2023.10.16,5545025,241820,27224,91562,21614
“可惜我相貌平平，惊艳不了你的青春....”,学姐圆,河南,好温柔,https://b23.tv/BV1GN41147fC,2023.10.16,5121220,518235,281297,229735,22876
用AI办婚礼！它让我去陌生人婚礼上结婚…,三十六贱笑,浙江,第一次见到“蹭”婚礼的,https://b23.tv/BV19H4y1R7QG,2023.10.16,3116228,122671,50700,76126,20768
毛不易堪比爽文大男主的出道之路，但不止于此,半堂子,广东,谁说平凡人生不能创造奇迹？,https://b23.tv/BV1gB4y1f7G4,2023.10.16,4265241,225362,101882,178026,18472
武侠纲手终不弃，千金一掷自来也【侠隐江湖纲手角色曲】,祖娅纳惜,北京,细节拉满！纲手也有角色曲啦,https://b23.tv/BV1ku4y1p7Ng,2023.10.16,1150099,58100,16702,10969,6120
当我用道乐方式演奏《致爱丽丝》，师兄：这是要送走爱丽丝？？？,豫章道乐团,江西,填补了我国殡葬行业没有西方古典乐的空白（doge）,https://b23.tv/BV1K84y1U7uD,2023.10.16,2417230,137505,31863,31249,53279
这是我决定要玩一辈子的MC存档！！！！,与山0v0,浙江,真的能把一个存档玩一辈子吗,https://b23.tv/BV1uj411x7XC,2023.10.16,5061010,340365,119252,147574,5337
超度我！！！！！！！！,BBoxer酋长,山东,听赛博梵音，攒电子功德,https://b23.tv/BV1Dw411z7a1,2023.10.16,4251065,320761,87250,128099,19067
其实…我是一家近2000人的大企业董事长,塑料叉FOKU,上海,滴！董事长体验卡,https://b23.tv/BV1jw411C7Qh,2023.10.16,3631539,168849,22926,55216,4612
【STN快报第七季32】我是强尼银手，v我300荒坂三郎财产分你一半,STN工作室,上海,“如果赛博朋克是happy ending，那它既不赛博也不朋克”,https://b23.tv/BV1A8411r7Zy,2023.10.16,1817729,116082,16214,54897,2860
《崩坏3》全新SP角色格蕾修「天行·绘星之卷」预告,崩坏3第一偶像爱酱,上海,漫游天际的少女，笔下在描绘什么样的星空呢？,https://b23.tv/BV1sw411w7go,2023.10.16,1293697,90659,13459,17841,28378
Re：佩恩...从零开始的异世界生活,-夏秋冬-,未知,没看过火影的都绷不住了,https://b23.tv/BV1LC4y1V79g,2023.10.16,1625773,149538,36428,38413,13917
《崩坏：星穹铁道》镜流原创曲《剑与雪》,KBShinya,上海,高质量二创曲！排面有！,https://b23.tv/BV1H8411r74n,2023.10.16,2198695,116151,86669,73528,12105
不当up主之后，我准备干啥？,东尼ookii,广东,如果压力太大，不妨看一看夕阳,https://b23.tv/BV1xM41197uR,2023.10.16,1793371,134615,17236,55455,3195
为结婚准备的99件小事，第一件：嵌字豆糖！,小宇菇菇,安徽,自己做传统婚礼喜糖,https://b23.tv/BV14C4y157W3,2023.10.16,2504459,197527,21438,11726,3093
专 驜 团 队,毒影子,江苏,北黑，我来了！,https://b23.tv/BV1qC4y1V7tL,2023.10.16,1060512,113910,21631,6397,9882
π已死，圆形违反了宇宙法则，根本不可能存在,时少权,湖南,物理脑洞短片,https://b23.tv/BV1gw41117nH,2023.10.16,3837320,236996,95730,60150,10517
侠隐江湖世界观PV首曝！全角色首次登场！纲手技能初探来报~,火影忍者手游情报君,广东,听听火影忍者侠隐江湖世界中的奇闻异事~,https://b23.tv/BV1dN41147Nv,2023.10.16,982905,32785,4850,2817,9721
袭人是怎么看待贾宝玉的？《红楼梦》人物品评,张志浩在剥柚,山西,《红楼梦》精品人物杂谈,https://b23.tv/BV1NN4y1Z7wH,2023.10.16,1534581,141905,31283,10303,2571
纯黑《漫威蜘蛛侠2》第一期 电影级震撼体验 无伤解说,-纯黑-,山东,高质量《漫威蜘蛛侠2》主线解说,https://b23.tv/BV18u411T762,2023.10.16,1902832,79666,29577,57618,8157
【鬼灭全呼吸法合集】一次看个爽!!!!!,Ghdsealas,浙江,好强的作画,https://b23.tv/BV1Su4y1s7pK,2023.10.16,2346903,177724,144512,137571,10014
满汉全席里最贵的一道菜 全家费尽周折 终于实现了,我是晴天-麻辣晴子,辽宁,原来这就是昆仑鲍莆,https://b23.tv/BV1SN411s7XL,2023.10.16,2504138,144673,9448,3376,3210
【高燃】蒙眼女侠再度对决！全程高能！,含亮老师,甘肃,好有气势的两位女侠,https://b23.tv/BV1W34y1g7uA,2023.10.16,1439284,78856,9659,15241,2834
这首歌找了好多年,盆克吉他手AA,安徽,这是什么新型乐器,https://b23.tv/BV1D94y187YU,2023.10.16,2739795,270191,43571,10737,12547
全网求的散摆大衣 我找来送给观众了！【你画我穿3.0】,鹦鹉梨,广东,穿上粉丝画出来的衣服,https://b23.tv/BV1q8411k7Tv,2023.10.16,2183443,224450,53755,21934,3703
普通人抄戚薇早期小烟熏，底子不好也能美爆！,梁大件,广东,手把手教你画烟熏妆,https://b23.tv/BV1x841167XT,2023.10.16,1457118,61607,54087,8663,3933
听？,小潮院长,上海,群 魔 乱 舞,https://b23.tv/BV1Uz4y1G74P,2023.10.09,20516397,781046,364255,357101,22217
帅小伙花一天时间烤一块肉，能有多好吃？,记录生活的蛋黄派,广东,开局1300的烤肉吃起来得有多香？,https://b23.tv/BV1Ww411y7wW,2023.10.09,7517412,669331,117317,262996,7158
当你导师突然辞职,异次元流落的一只羊,马来西亚,身在异乡，导师突然辞职？UP的叙事好清晰！,https://b23.tv/BV1cH4y1o76p,2023.10.09,4536557,569480,152090,103263,31556
《崩坏：星穹铁道》镜流角色PV——「剑出无回」,崩坏星穹铁道,上海,等待下次相会,https://b23.tv/BV1vw411r7yL,2023.10.09,6000076,339087,94715,173206,83788
谁成全了德军的“逃跑计划”？【神奇组织11】,小约翰可汗,江苏,德军的逃跑计划之海岸司令部,https://b23.tv/BV1Ez4y1F72a,2023.10.09,6283087,288744,47770,130774,8197
华农兄弟：发现1只受内伤的竹鼠，有点可怜，帮它治疗一下,华农兄弟,江西,传统艺能：放到锅里,https://b23.tv/BV1aC4y157qx,2023.10.09,4936719,330930,24840,137358,21572
⚡千 本 电 翰⚡,九夜听风,重庆,新时代音游,https://b23.tv/BV1Uw411y7t6,2023.10.09,3691613,208906,32136,72233,36605
每个人都该有一份，属于自己的遗愿清单，高分经典电影《遗愿清单》,顾我电影,吉林,每天给自己的生命进行倒计时,https://b23.tv/BV1uu411M7Ce,2023.10.09,8803988,373706,113270,57289,7932
【官方双语】自愈合聚合物：只对自身有粘性的高分子材料,SteveMould,美国,这是什么神奇材质,https://b23.tv/BV17m4y1g7qg,2023.10.09,5255248,336339,82243,20610,10181
3分钟记录3个月！改造父母30年卧室全过程,在逃许师傅,江苏,改造得又美又有实用性,https://b23.tv/BV1kz4y1G7T9,2023.10.09,3543356,674260,98657,157838,26496
《原神》莱欧斯利角色PV——「必要流程」,原神,上海,爱是最温暖的东西，但对你来说亦是刑罚,https://b23.tv/BV1ou411K7QC,2023.10.09,2728138,215034,37359,58486,37105
卷凉皮,老王日记油画,河北,用油画换一餐饭,https://b23.tv/BV1fH4y1f747,2023.10.09,6855945,1072124,72663,130572,19265
"深度|| 由千古第一阳谋""金刀计""拆解""做局""的本质、套路、技巧是什么？为什么高手的""做局""让你怎么选都是错？你是怎样被""挤入""他预先设定好的陷阱里的？",渤海小吏,天津,中国古代最大的阳谋,https://b23.tv/BV1mH4y1f7yD,2023.10.09,2790056,147817,64267,64168,11330
外国大哥手臂上的中国字…笑不活了！,侃哥侃英语,浙江,让人脚趾扣地的纹身集合,https://b23.tv/BV1a84y117za,2023.10.09,7718468,298952,25003,3063,2450
【半佛】钻石崩了，因为不够消费主义,硬核的半佛仙人,浙江,为什么这么贵的东西，到手就贬值？,https://b23.tv/BV1om4y1u7j8,2023.10.09,3318001,137510,17672,12620,19055
艾特你们的老师！哈哈哈！,脱缰凯Kk,辽宁,谁上学没给老师取过外号,https://b23.tv/BV1k8411k7x9,2023.10.09,13862354,542526,171881,31045,6150
国庆突击去亲弟学校检查！弟弟：你没上过大学是吧,超Carry的柴西,上海,毕业几年以后重新感受一下校园,https://b23.tv/BV1Yh4y167fA,2023.10.09,4671753,120559,17730,16654,3754
【(G)I-DLE】[M/V] - 'I Want That',GIDLE_official,韩国,女娃英专回归啦！,https://b23.tv/BV1fN4y1o7hh,2023.10.09,5910460,231137,143707,85627,47843
【冰冰vlog.012】顶级快乐！当一天小熊猫饲养员是什么体验,吃花椒的喵酱,吉林,冰冰野生动物园vlog,https://b23.tv/BV1c94y187Xb,2023.10.09,1852411,177811,22162,75741,13498
爆肝！up主自制漫画带你走进《明朝那些事儿》！,汉森白JW,广东,他在玩一种很新的历史小说！,https://b23.tv/BV1WF41127wv,2023.10.09,4699143,336486,174541,129828,15291
【原创动画】《爪巴爪巴》用过的玻璃瓶子不要扔，洗一洗还能……,李合适Riggy,四川,我勒个豆！可爱,https://b23.tv/BV1fh4y1B7tf,2023.10.09,1718220,341181,78272,53771,21454
各省人的夜生活有多丰富？,粤知一二,广东,江苏夜市卖试卷？,https://b23.tv/BV1hC4y1V7EX,2023.10.09,5966017,379569,38300,7978,5654
